id,year,round,date,endDate,name,code,circuitId,sourceUrl
3f688f6d-9907-462c-a8a0-4eb71f140d80,2026,1,2026-03-06,2026-03-08,Melbourne,AUS,melbourne-grand-prix-circuit_melbourne-grand-prix-circuit-2,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/melbourne/info
215440cc-d273-4d46-8eff-95c43acc7d12,2026,2,2026-05-01,2026-05-03,Miami,MIA,miami-international-autodrome_miami-international-autodrome,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/miami/info
1a1e0b5e-8481-4660-b108-d1fa932e3803,2026,3,2026-05-22,2026-05-24,Montreal,CAN,circuit-gilles-villeneuve_circuit-gilles-villeneuve,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/montreal/info
b3aae6bb-854a-4915-9fc3-85363196fc7c,2026,4,2026-06-04,2026-06-07,Monte Carlo,MCO,circuit-de-monaco_circuit-de-monaco,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/monte-carlo/info
edf5e377-c873-4b2f-9c80-0ad90e6179bc,2026,5,2026-06-12,2026-06-14,Barcelona,ESP,circuit-de-barcelona-catalunya_circuit-de-barcelona-catalunya,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/barcelona/info
b10e4629-c2ef-4222-a516-22bc6549e448,2026,6,2026-06-26,2026-06-28,Spielburg,AUT,red-bull-ring_red-bull-ring,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/spielburg/info
9fe381fb-6a53-4b0a-a417-619a11474bf9,2026,7,2026-07-03,2026-07-05,Silverstone,GBR,silverstone-circuit_silverstone-circuit,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/silverstone/info
a9f0699c-831d-4af0-b989-36a752e0cd34,2026,8,2026-07-17,2026-07-19,Spa-Francorchamps,BEL,circuit-de-spa-francorchamps_circuit-de-spa-francorchamps,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/spa-francorchamps/info
0ee16b9b-496d-4f26-b63d-518c74e7f3f0,2026,9,2026-07-24,2026-07-26,Budapest,HUN,hungaroring_hungaroring,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/budapest/info
75f9e737-f2b3-48dc-b99d-b708e6271a8b,2026,10,2026-09-04,2026-09-06,Monza,ITA,autodromo-nazionale-monza_autodromo-nazionale-monza,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/monza/info
89a0a96d-c416-45ab-99f5-bc3f60d603bc,2026,11,2026-09-11,2026-09-13,Madrid,MAD,circuito-de-madring_circuito-de-madring,https://www.motorsportstats.com/results/fia-formula-2-championship/2026/madrid/info
