raceId,year,round,driverNumber,driverId,constructorId,chassisId,engineId
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,1,david-beckmann,art-grand-prix,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,2,max-fewtrell,art-grand-prix,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,3,christian-lundgaard,art-grand-prix,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,4,liam-lawson,mp-motorsport,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,5,simo-laaksonen,mp-motorsport,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,6,richard-verschoor,mp-motorsport,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,7,lirim-zendeli,sauber-junior-team-by-charouz,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,8,fabio-scherer,sauber-junior-team-by-charouz,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,9,raoul-hyman,sauber-junior-team-by-charouz,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,10,bent-viscaal,hwa,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,11,jake-hughes,hwa,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,12,keyvan-andres,hwa,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,14,yuki-tsunoda,jenzer-motorsport,dallara-f3-2019,mecachrome-v634
6d03f76e-70cc-4dbd-bc2f-23bfbbf38a32,2019,1,15,artem-petrov,jenzer-motorsport,dallara-f3-2019,mecachrome-v634
