"year","positionDisplayOrder","positionNumber","positionText","constructorId","engineManufacturerId","points","championshipWon"
2018,10,10,"10","williams","mercedes",7,false
2018,11,,"EX","force-india","mercedes",0,false
2019,1,1,"1","mercedes","mercedes",739,true
2019,2,2,"2","ferrari","ferrari",504,false
2019,3,3,"3","red-bull","honda",417,false
2019,4,4,"4","mclaren","renault",145,false
2019,5,5,"5","renault","renault",91,false
2019,6,6,"6","toro-rosso","honda",85,false
2019,7,7,"7","racing-point","bwt-mercedes",73,false
2019,8,8,"8","alfa-romeo","ferrari",57,false
2019,9,9,"9","haas","ferrari",28,false
2019,10,10,"10","williams","mercedes",1,false
2020,1,1,"1","mercedes","mercedes",573,true
2020,2,2,"2","red-bull","honda",319,false
2020,3,3,"3","mclaren","renault",202,false
2020,4,4,"4","racing-point","bwt-mercedes",195,false
2020,5,5,"5","renault","renault",181,false
2020,6,6,"6","ferrari","ferrari",131,false
2020,7,7,"7","alphatauri","honda",107,false
2020,8,8,"8","alfa-romeo","ferrari",8,false
2020,9,9,"9","haas","ferrari",3,false
2020,10,10,"10","williams","mercedes",0,false
2021,1,1,"1","mercedes","mercedes",613.5,true
2021,2,2,"2","red-bull","honda",585.5,false
2021,3,3,"3","ferrari","ferrari",323.5,false
2021,4,4,"4","mclaren","mercedes",275,false
2021,5,5,"5","alpine","renault",155,false
2021,6,6,"6","alphatauri","honda",142,false
2021,7,7,"7","aston-martin","mercedes",77,false
2021,8,8,"8","williams","mercedes",23,false
2021,9,9,"9","alfa-romeo","ferrari",13,false
2021,10,10,"10","haas","ferrari",0,false
2022,1,1,"1","red-bull","rbpt",759,true
2022,2,2,"2","ferrari","ferrari",554,false
2022,3,3,"3","mercedes","mercedes",515,false
2022,4,4,"4","alpine","renault",173,false
2022,5,5,"5","mclaren","mercedes",159,false
2022,6,6,"6","alfa-romeo","ferrari",55,false
2022,7,7,"7","aston-martin","mercedes",55,false
2022,8,8,"8","haas","ferrari",37,false
2022,9,9,"9","alphatauri","rbpt",35,false
2022,10,10,"10","williams","mercedes",8,false
2023,1,1,"1","red-bull","honda-rbpt",860,true
2023,2,2,"2","mercedes","mercedes",409,false
2023,3,3,"3","ferrari","ferrari",406,false
2023,4,4,"4","mclaren","mercedes",302,false
2023,5,5,"5","aston-martin","mercedes",280,false
2023,6,6,"6","alpine","renault",120,false
2023,7,7,"7","williams","mercedes",28,false
2023,8,8,"8","alphatauri","honda-rbpt",25,false
2023,9,9,"9","alfa-romeo","ferrari",16,false
2023,10,10,"10","haas","ferrari",12,false
2024,1,1,"1","mclaren","mercedes",666,true
2024,2,2,"2","ferrari","ferrari",652,false
2024,3,3,"3","red-bull","honda-rbpt",589,false
2024,4,4,"4","mercedes","mercedes",468,false
2024,5,5,"5","aston-martin","mercedes",94,false
2024,6,6,"6","alpine","renault",65,false
2024,7,7,"7","haas","ferrari",58,false
2024,8,8,"8","rb","honda-rbpt",46,false
2024,9,9,"9","williams","mercedes",17,false
2024,10,10,"10","kick-sauber","ferrari",4,false
2025,1,1,"1","mclaren","mercedes",833,true
2025,2,2,"2","mercedes","mercedes",469,false
2025,3,3,"3","red-bull","honda-rbpt",451,false
2025,4,4,"4","ferrari","ferrari",398,false
2025,5,5,"5","williams","mercedes",137,false
2025,6,6,"6","racing-bulls","honda-rbpt",92,false
2025,7,7,"7","aston-martin","mercedes",89,false
2025,8,8,"8","haas","ferrari",79,false
2025,9,9,"9","kick-sauber","ferrari",70,false
2025,10,10,"10","alpine","renault",22,false
2026,1,1,"1","mercedes","mercedes",379,false
2026,2,2,"2","ferrari","ferrari",307,false
2026,3,3,"3","mclaren","mercedes",220,false
2026,4,4,"4","red-bull","red-bull-ford",177,false
2026,5,5,"5","racing-bulls","red-bull-ford",66,false
2026,6,6,"6","alpine","mercedes",61,false
2026,7,7,"7","haas","ferrari",21,false
2026,8,8,"8","audi","audi",12,false
2026,9,9,"9","williams","mercedes",11,false
2026,10,10,"10","aston-martin","honda",1,false
2026,11,11,"11","cadillac","ferrari",0,false
