id,name,constructor,yearFrom,yearTo,category,monocoque,frontSuspension,rearSuspension,transmission,brakes,lengthMm,widthMm,heightMm,wheelbaseMm,weightKg,fuelCapacityLitres,engineName,engineConfiguration,engineDisplacementCc,aspiration,powerOutput,topSpeed,notes
tatuus-f4-t421,Tatuus T-421-F1A,Tatuus Automobili,2023,,F1 Academy / Formula 4,FIA 2021-compliant carbon-fibre monocoque,"Double wishbone, pushrod","Double wishbone, pushrod",Sadev six-speed sequential with Magneti Marelli paddle shift,Four-piston ventilated brakes,4350,1750,950,2750,570,,Autotecnica Motori,1.4-litre turbocharged inline-four,1373,Turbocharged,174 hp @ 5500 rpm,240 km/h,F1 Academy-specific front and rear wings
