raceId,year,round,driverNumber,driverId,constructorId,chassisId,engineId
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,8,alexander-albon,art-grand-prix,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,11,ralph-boschung,campos-racing,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,12,robert-visoiu,campos-racing,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,9,oliver-rowland,dams,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,10,nicholas-latifi,dams,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,14,sergio-sette-camara,mp-motorsport,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,15,jordan-king,mp-motorsport,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,20,norman-nato,arden-international,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,21,sean-gelael,arden-international,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,1,charles-leclerc,prema-racing,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,2,antonio-fuoco,prema-racing,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,3,louis-deletraz,racing-engineering,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,4,gustav-malja,racing-engineering,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,18,nyck-de-vries,rapax,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,19,sergio-canamasas,rapax,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,5,luca-ghiotto,russian-time,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,6,artem-markelov,russian-time,Dallara GP2-11,Renault GP2
17a5fb15-57a3-4e5f-81c2-2a8b2d80c9a6,2017,5,16,nabil-jeffri,trident-motorsport,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,,,,,
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,7,nobuharu-matsushita,art-grand-prix,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,8,alexander-albon,art-grand-prix,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,11,ralph-boschung,campos-racing,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,12,robert-visoiu,campos-racing,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,9,oliver-rowland,dams,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,10,nicholas-latifi,dams,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,14,sergio-sette-camara,mp-motorsport,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,15,jordan-king,mp-motorsport,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,20,norman-nato,arden-international,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,21,sean-gelael,arden-international,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,1,charles-leclerc,prema-racing,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,2,antonio-fuoco,prema-racing,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,3,louis-deletraz,racing-engineering,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,4,gustav-malja,racing-engineering,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,18,nyck-de-vries,rapax,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,19,sergio-canamasas,rapax,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,5,luca-ghiotto,russian-time,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,6,artem-markelov,russian-time,Dallara GP2-11,Renault GP2
52a5ffe9-1be9-48ee-b695-31511f04bdbd,2017,6,16,nabil-jeffri,trident-motorsport,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,,,,,
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,7,nobuharu-matsushita,art-grand-prix,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,8,alexander-albon,art-grand-prix,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,11,ralph-boschung,campos-racing,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,12,robert-visoiu,campos-racing,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,9,oliver-rowland,dams,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,10,nicholas-latifi,dams,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,14,sergio-sette-camara,mp-motorsport,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,15,jordan-king,mp-motorsport,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,20,norman-nato,arden-international,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,21,sean-gelael,arden-international,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,1,charles-leclerc,prema-racing,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,2,antonio-fuoco,prema-racing,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,3,louis-deletraz,racing-engineering,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,4,gustav-malja,racing-engineering,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,18,nyck-de-vries,rapax,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,19,sergio-canamasas,rapax,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,5,luca-ghiotto,russian-time,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,6,artem-markelov,russian-time,Dallara GP2-11,Renault GP2
5ff2e895-7a01-4490-a77e-aa4ba2383325,2017,7,16,nabil-jeffri,trident-motorsport,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,,,,,
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,7,nobuharu-matsushita,art-grand-prix,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,8,alexander-albon,art-grand-prix,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,11,ralph-boschung,campos-racing,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,12,robert-visoiu,campos-racing,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,9,oliver-rowland,dams,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,10,nicholas-latifi,dams,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,14,sergio-sette-camara,mp-motorsport,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,15,jordan-king,mp-motorsport,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,20,norman-nato,arden-international,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,21,sean-gelael,arden-international,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,1,charles-leclerc,prema-racing,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,2,antonio-fuoco,prema-racing,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,3,nyck-de-vries,racing-engineering,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,4,gustav-malja,racing-engineering,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,18,louis-deletraz,rapax,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,19,roberto-merhi,rapax,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,5,luca-ghiotto,russian-time,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,6,artem-markelov,russian-time,Dallara GP2-11,Renault GP2
6eee62e5-1022-499b-8a62-e70b68e2706d,2017,8,16,nabil-jeffri,trident-motorsport,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,,,,,
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,7,nobuharu-matsushita,art-grand-prix,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,8,alexander-albon,art-grand-prix,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,11,ralph-boschung,campos-racing,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,12,robert-visoiu,campos-racing,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,9,oliver-rowland,dams,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,10,nicholas-latifi,dams,Dallara GP2-11,Renault GP2
595ac392-7419-4272-a91f-5ff0f54e2b67,2017,9,14,sergio-sette-camara,mp-motorsport,Dallara GP2-11,Renault GP2
