year,positionNumber,driverId,constructorId,points,championshipWon,starts,wins,podiums,poles,fastestLaps,retirements
2021,1,dennis-hauger,prema-racing,205,True,20,4,9,3,4,0
2021,2,jack-doohan,trident-motorsport,179,False,20,4,7,3,1,0
2021,3,clement-novalak,trident-motorsport,147,False,20,0,4,0,2,2
2021,4,frederik-vesti,art-grand-prix,138,False,20,1,5,1,0,1
2021,5,victor-martins,mp-motorsport,131,False,20,1,6,1,4,0
2021,6,alexander-smolyar,art-grand-prix,107,False,20,2,4,0,2,1
2021,7,logan-sargeant,charouz-racing-system,102,False,20,1,4,1,0,3
2021,8,oliver-olli-caldwell,prema-racing,93,False,20,1,4,0,1,1
2021,9,caio-collet,mp-motorsport,93,False,20,0,2,0,0,2
2021,10,arthur-leclerc,prema-racing,79,False,20,2,3,2,2,2
2021,11,david-schumacher,trident-motorsport,55,False,20,1,2,1,0,1
2021,12,ayumu-iwasa,hitech-racing,52,False,20,1,2,0,0,2
2021,13,jak-crawford,hitech-racing,45,False,20,0,1,0,0,1
2021,14,matteo-nannini,hwa,44,False,20,1,2,0,1,1
2021,15,lorenzo-colombo,campos-racing,32,False,20,1,1,1,2,2
2021,16,roman-stanek,hitech-racing,29,False,20,0,2,0,0,0
2021,17,enzo-fittipaldi,charouz-racing-system,25,False,12,0,1,2,0,1
2021,18,jonny-edgar,carlin,23,False,20,0,0,2,0,2
2021,19,calan-williams,jenzer-motorsport,15,False,20,0,1,1,0,1
2021,20,johnathan-hoggard,jenzer-motorsport,14,False,17,0,0,0,0,2
2021,21,juan-manuel-correa,art-grand-prix,11,False,20,0,0,0,0,0
2021,22,kaylen-frederick,carlin,2,False,14,0,0,0,0,2
2021,23,amaury-cordeel,campos-racing,0,False,20,0,0,1,0,4
2021,24,ido-cohen,carlin,0,False,20,0,0,1,0,5
2021,25,oliver-rasmussen,hwa,0,False,20,0,0,0,0,2
2021,26,tijmen-van-der-helm,mp-motorsport,0,False,20,0,0,0,0,2
2021,27,jake-hughes,carlin,0,False,3,0,0,0,0,0
2021,28,reshad-de-gerus,charouz-racing-system,0,False,12,0,0,0,1,0
2021,29,rafael-villagomez,hwa,0,False,20,0,0,0,0,2
2021,30,pierre-louis-chovet,campos-racing,0,False,6,0,0,0,0,0
2021,31,filip-ugran,jenzer-motorsport,0,False,20,0,0,0,0,0
2021,32,laszlo-toth,campos-racing,0,False,17,0,0,0,0,2
2021,33,hunter-yeany,charouz-racing-system,0,False,6,0,0,0,0,2
2021,34,zdenek-chovanec,charouz-racing-system,0,False,8,0,0,0,0,0
2021,35,ayrton-simmons,charouz-racing-system,0,False,2,0,0,0,0,0
2022,1,victor-martins,art-grand-prix,139,True,18,2,6,0,1,3
2022,2,zane-maloney,trident-motorsport,134,False,18,3,4,2,2,4
2022,3,oliver-bearman,prema-racing,132,False,18,1,8,0,1,0
2022,4,isack-hadjar,hitech-racing,123,False,18,3,5,1,2,0
2022,5,roman-stanek,trident-motorsport,117,False,18,1,4,1,2,1
2022,6,arthur-leclerc,prema-racing,114,False,18,1,2,0,1,0
2022,7,jak-crawford,prema-racing,109,False,18,1,5,0,2,0
2022,8,caio-collet,mp-motorsport,88,False,18,2,5,2,2,1
2022,9,franco-colapinto,van-amersfoort-racing,76,False,18,2,5,3,0,2
2022,10,alexander-smolyar,mp-motorsport,76,False,16,1,3,2,1,0
2022,11,zak-o-sullivan,carlin,54,False,18,0,2,3,1,2
2022,12,jonny-edgar,trident-motorsport,46,False,14,0,0,0,2,0
2022,13,juan-manuel-correa,art-grand-prix,39,False,16,0,1,1,0,2
2022,14,kush-maini,mp-motorsport,31,False,18,0,1,0,0,1
2022,15,gregoire-saucy,art-grand-prix,30,False,18,0,1,0,0,4
2022,16,david-vidales,campos-racing,29,False,17,1,1,1,0,4
2022,17,kaylen-frederick,hitech-racing,27,False,18,0,0,0,0,2
2022,18,william-alatalo,jenzer-motorsport,24,False,18,0,0,0,0,2
2022,19,oliver-goethe,campos-racing,15,False,4,0,0,1,0,1
2022,20,reece-ushijima,van-amersfoort-racing,13,False,18,0,1,1,0,1
2022,21,sebastian-montoya,campos-racing,7,False,2,0,0,0,0,0
2022,22,oliver-rasmussen,trident-motorsport,4,False,4,0,0,0,0,1
2022,23,brad-benavides,carlin,3,False,18,0,0,0,0,5
2022,24,ido-cohen,jenzer-motorsport,2,False,18,0,0,0,0,2
2022,25,rafael-villagomez,van-amersfoort-racing,2,False,18,0,0,0,0,5
2022,26,pepe-marti,campos-racing,2,False,18,0,0,0,0,3
2022,27,francesco-pizzi,charouz-racing-system,1,False,18,0,0,0,0,2
2022,28,david-schumacher,charouz-racing-system,0,False,4,0,0,0,0,0
2022,29,federico-malvestiti,jenzer-motorsport,0,False,16,0,0,0,0,1
2022,30,niko-kari,jenzer-motorsport,0,False,2,0,0,0,0,0
2022,31,lirim-zendeli,charouz-racing-system,0,False,2,0,0,0,0,0
2022,32,nazim-azman,hitech-racing,0,False,18,0,0,0,0,3
2022,33,hunter-yeany,campos-racing,0,False,12,0,0,0,0,1
2022,34,enzo-trulli,carlin,0,False,18,0,0,0,0,1
2022,35,ayrton-simmons,charouz-racing-system,0,False,2,0,0,0,0,0
2022,36,filip-ugran,mp-motorsport,0,False,2,0,0,0,0,0
2022,37,laszlo-toth,charouz-racing-system,0,False,18,0,0,0,0,2
2022,38,christian-mansell,charouz-racing-system,0,False,4,0,0,0,0,1
2022,39,alessandro-famularo,charouz-racing-system,0,False,2,0,0,0,0,0
2022,40,zdenek-chovanec,charouz-racing-system,0,False,4,0,0,0,0,2
2023,1,gabriel-bortoleto,trident-motorsport,164,True,18,2,6,1,3,1
2023,2,zak-o-sullivan,prema-racing,119,False,18,4,5,2,3,0
2023,3,paul-aron,prema-racing,112,False,18,1,4,0,2,1
2023,4,franco-colapinto,mp-motorsport,110,False,18,2,5,2,1,3
2023,5,pepe-marti,campos-racing,105,False,18,3,4,4,2,3
2023,6,dino-beganovic,prema-racing,96,False,18,0,4,0,1,1
2023,7,gabriele-mini,hitech-racing,92,False,18,2,4,3,1,3
2023,8,oliver-goethe,trident-motorsport,75,False,17,1,2,1,1,3
2023,9,caio-collet,van-amersfoort-racing,73,False,18,1,4,0,1,1
2023,10,taylor-barnard,jenzer-motorsport,72,False,18,1,3,0,0,0
2023,11,leonardo-fornaroli,trident-motorsport,69,False,18,0,3,1,0,1
2023,12,christian-mansell,campos-racing,60,False,18,0,2,0,0,1
2023,13,jonny-edgar,mp-motorsport,55,False,18,1,1,0,0,4
2023,14,gregoire-saucy,art-grand-prix,54,False,18,0,2,1,2,1
2023,15,luke-browning,hitech-racing,41,False,18,0,1,0,1,4
2023,16,sebastian-montoya,hitech-racing,37,False,18,0,1,2,0,5
2023,17,mari-boya,mp-motorsport,29,False,18,0,1,0,0,4
2023,18,nikita-bedrin,jenzer-motorsport,24,False,18,0,2,0,0,1
2023,19,hugh-barter,campos-racing,14,False,16,0,0,1,1,0
2023,20,alejandro-garcia-2,jenzer-motorsport,12,False,18,0,0,0,0,2
2023,21,kaylen-frederick,art-grand-prix,11,False,18,0,0,0,0,3
2023,22,nikola-tsolov,art-grand-prix,6,False,18,0,0,0,0,1
2023,23,sophia-florsch,charouz-racing-system,6,False,18,0,0,0,0,1
2023,24,ido-cohen,carlin,2,False,18,0,0,0,0,9
2023,25,rafael-villagomez,van-amersfoort-racing,2,False,18,0,0,0,0,2
2023,26,francesco-simonazzi,carlin,0,False,4,0,0,0,0,0
2023,27,tom-smith,van-amersfoort-racing,0,False,18,0,0,0,0,2
2023,28,oliver-gray,carlin,0,False,18,0,0,0,0,3
2023,29,josh-dufek,campos-racing,0,False,2,0,0,0,0,0
2023,30,hunter-yeany,carlin,0,False,10,0,0,0,0,1
2023,31,roberto-faria,charouz-racing-system,0,False,18,0,0,0,0,5
2023,32,michael-shin,charouz-racing-system,0,False,6,0,0,0,0,1
2023,33,mckenzy-cresswell,charouz-racing-system,0,False,4,0,0,0,0,0
2023,34,piotr-wisnicki,charouz-racing-system,0,False,8,0,0,0,0,1
2023,35,maxwell-esterson,carlin,0,False,4,0,0,0,0,1
2024,1,leonardo-fornaroli,trident-motorsport,153,True,20,0,7,2,2,0
2024,2,gabriele-mini,prema-racing,130,False,20,1,5,1,1,2
2024,3,luke-browning,hitech-racing,128,False,20,2,3,2,2,0
2024,4,arvid-lindblad,prema-racing,113,False,20,4,5,0,1,3
2024,5,christian-mansell,art-grand-prix,112,False,20,0,5,1,0,1
2024,6,dino-beganovic,prema-racing,109,False,20,2,4,3,3,0
2024,7,oliver-goethe,campos-racing,94,False,18,1,3,0,2,1
2024,8,sami-meguetounif,trident-motorsport,84,False,20,2,2,0,1,3
2024,9,tim-tramnitz,mp-motorsport,81,False,20,1,4,1,0,0
2024,10,noel-leon,van-amersfoort-racing,79,False,20,0,4,1,1,2
2024,11,nikola-tsolov,art-grand-prix,75,False,18,3,3,1,1,0
2024,12,callum-voisin,rodin-motorsport,67,False,20,1,2,1,1,2
2024,13,laurens-van-hoepen,art-grand-prix,58,False,20,0,3,3,1,2
2024,14,alex-dunne,mp-motorsport,50,False,20,0,2,0,0,2
2024,15,mari-boya,campos-racing,45,False,20,1,1,0,0,3
2024,16,santiago-ramos,trident-motorsport,44,False,20,0,1,2,0,0
2024,17,sebastian-montoya,campos-racing,40,False,20,0,1,0,0,4
2024,18,martinius-stenshorne,hitech-racing,38,False,18,1,2,1,2,1
2024,19,nikita-bedrin,phm-racing,25,False,20,1,1,0,0,4
2024,20,tom-smith,van-amersfoort-racing,12,False,20,0,0,0,0,1
2024,21,maxwell-esterson,jenzer-motorsport,11,False,20,0,0,0,0,4
2024,22,charlie-wurz,jenzer-motorsport,10,False,20,0,0,0,0,4
2024,23,piotr-wisnicki,rodin-motorsport,10,False,20,0,0,0,1,2
2024,24,tasanapol-inthraphuvasak,phm-racing,9,False,20,0,1,0,0,3
2024,25,matias-zagazeta,jenzer-motorsport,8,False,18,0,1,0,0,3
2024,26,joseph-loake,rodin-motorsport,8,False,20,0,0,0,1,1
2024,27,kacper-sztuka,mp-motorsport,6,False,20,0,0,1,0,3
2024,28,josh-dufek,phm-racing,1,False,20,0,0,0,0,4
2024,29,sophia-florsch,van-amersfoort-racing,0,False,20,0,0,0,0,6
2024,30,cian-shields,hitech-racing,0,False,20,0,0,0,0,3
2024,31,tuukka-taponen,art-grand-prix,0,False,2,0,0,0,0,1
2024,32,noah-stromsted,campos-racing,0,False,2,0,0,0,0,0
2024,33,james-wharton,hitech-racing,0,False,2,0,0,0,0,0
2024,34,james-hedley,jenzer-motorsport,0,False,2,0,0,0,0,0
2025,1,rafael-camara,trident-motorsport,166,True,20,4,6,5,4,3
2025,2,nikola-tsolov,campos-racing,124,False,20,2,6,3,1,2
2025,3,mari-boya,campos-racing,116,False,20,1,5,0,1,1
2025,4,tim-tramnitz,mp-motorsport,94,False,19,1,3,0,0,2
2025,5,martinius-stenshorne,hitech-racing,89,False,20,2,5,0,3,1
2025,6,noah-stromsted,trident-motorsport,84,False,20,1,3,0,4,3
2025,7,tasanapol-inthraphuvasak,campos-racing,74,False,20,3,3,2,0,1
2025,8,theophile-nael,van-amersfoort-racing,72,False,20,0,3,0,1,1
2025,9,tuukka-taponen,art-grand-prix,67,False,20,0,3,0,0,2
2025,10,alessandro-giusti,mp-motorsport,67,False,20,0,2,1,1,1
2025,11,roman-bilinski,rodin-motorsport,65,False,20,1,3,1,0,2
2025,12,laurens-van-hoepen,art-grand-prix,60,False,20,0,2,1,0,2
2025,13,charlie-wurz,trident-motorsport,53,False,20,0,2,0,0,5
2025,14,callum-voisin,rodin-motorsport,52,False,20,0,2,0,0,1
2025,15,santiago-ramos,van-amersfoort-racing,48,False,18,2,3,1,0,3
2025,16,ugo-ugochukwu,prema-racing,43,False,20,0,2,0,0,3
2025,17,noel-leon,prema-racing,36,False,20,0,2,0,1,3
2025,18,james-wharton,art-grand-prix,25,False,20,1,1,1,0,1
2025,19,ivan-franco-domingues,van-amersfoort-racing,18,False,20,1,1,0,1,6
2025,20,brad-benavides,phm-racing,18,False,16,1,1,2,0,5
2025,21,nikita-bedrin,phm-racing,17,False,2,0,0,0,0,0
2025,22,christian-ho,dams,17,False,20,0,0,0,0,2
2025,23,bruno-del-pino,mp-motorsport,16,False,20,0,1,1,0,2
2025,24,matias-zagazeta,dams,13,False,20,0,0,0,0,3
2025,25,brando-badoer,prema-racing,13,False,19,0,0,0,0,4
2025,26,louis-sharp,rodin-motorsport,11,False,20,0,0,0,0,3
2025,27,freddie-slater,hitech-racing,10,False,4,0,1,1,1,1
2025,28,james-hedley,van-amersfoort-racing,7,False,14,0,0,0,0,3
2025,29,wing-lam-gerrard-xie,hitech-racing,1,False,20,0,0,0,0,2
2025,30,josh-dufek,hitech-racing,0,False,8,0,0,1,0,1
2025,31,jesse-carrasquedo,hitech-racing,0,False,4,0,0,0,0,0
2025,32,nikita-johnson,hitech-racing,0,False,8,0,0,0,0,0
2025,33,nicola-lacorte,dams,0,False,18,0,0,0,0,4
2025,34,francisco-javier-sagrera,phm-racing,0,False,4,0,0,0,0,1
2025,35,fernando-barrichello,phm-racing,0,False,2,0,0,0,0,1
2025,36,nicola-marinangeli,phm-racing,0,False,20,0,0,0,0,3
2025,37,jose-garfias,phm-racing,0,False,2,0,0,0,0,1
2026,1,freddie-slater,trident-motorsport,130,False,14,1,7,2,2,0
2026,2,ugo-ugochukwu,campos-racing,122,False,14,2,6,0,1,0
2026,3,theophile-nael,campos-racing,75,False,14,2,4,3,0,0
2026,4,ernesto-rivera,campos-racing,72,False,12,2,3,0,1,0
2026,5,brando-badoer,rodin-motorsport,71,False,14,1,4,1,1,0
2026,6,noah-stromsted,trident-motorsport,59,False,14,1,1,0,0,0
2026,7,hiyu-yamakoshi,van-amersfoort-racing,55,False,14,0,2,1,1,0
2026,8,maciej-gladysz,art-grand-prix,54,False,14,1,1,0,1,0
2026,9,bruno-del-pino,van-amersfoort-racing,49,False,14,1,2,1,1,0
2026,10,pedro-clerot,rodin-motorsport,48,False,14,0,3,0,0,0
2026,11,tuukka-taponen,mp-motorsport,46,False,14,0,0,1,1,0
2026,12,taito-kato,art-grand-prix,45,False,14,0,1,0,0,0
2026,13,jin-nakamura,hitech-racing,39,False,14,1,2,0,1,0
2026,14,mattia-colnaghi,mp-motorsport,39,False,14,0,0,0,0,0
2026,15,james-wharton,prema-racing,28,False,14,1,1,0,2,1
2026,16,enzo-deligny,van-amersfoort-racing,28,False,14,0,1,0,0,0
2026,17,louis-sharp,prema-racing,21,False,14,0,0,0,0,1
2026,18,wing-lam-gerrard-xie,dams,20,False,14,1,2,0,1,0
2026,19,kanato-le,art-grand-prix,20,False,14,0,1,0,0,1
2026,20,alessandro-giusti,mp-motorsport,17,False,14,0,0,0,0,0
2026,21,yevan-david,phm-racing,15,False,14,0,1,0,0,0
2026,22,matteo-de-palo,trident-motorsport,7,False,14,0,0,0,1,0
2026,23,nicola-lacorte,dams,6,False,14,0,0,0,0,0
2026,24,brad-benavides,phm-racing,6,False,3,0,0,0,0,0
2026,25,christian-ho,rodin-motorsport,2,False,14,0,0,0,0,0
2026,26,fionn-mclaughlin,hitech-racing,2,False,14,0,0,0,0,0
2026,27,fernando-barrichello,phm-racing,2,False,14,0,0,0,0,0
2026,28,jose-garfias,prema-racing,1,False,14,0,0,0,0,0
2026,29,nandhavud-bhirombhakdi,dams,0,False,14,0,0,0,0,1
2026,30,patrick-heuzenroeder,campos-racing,0,False,2,0,0,0,0,0
2026,31,michael-shin,hitech-racing,0,False,14,0,0,0,0,1
2026,32,salim-hanna,phm-racing,0,False,4,0,0,0,0,0
2026,33,ricardo-escotto,phm-racing,0,False,6,0,0,0,0,0
