raceId,seasonKey,year,round,driverNumber,driverId,constructorId,chassisId,engineId
fe-2017-18-r1-hong-kong,2017-18,2018,1,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r1-hong-kong,2017-18,2018,1,27,kamui-kobayashi,andretti-formula-e,spark-renault-srt-01e,andretti-atec-04
fe-2017-18-r1-hong-kong,2017-18,2018,1,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r2-hong-kong,2017-18,2018,2,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r2-hong-kong,2017-18,2018,2,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r2-hong-kong,2017-18,2018,2,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r2-hong-kong,2017-18,2018,2,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r2-hong-kong,2017-18,2018,2,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r2-hong-kong,2017-18,2018,2,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r2-hong-kong,2017-18,2018,2,27,kamui-kobayashi,andretti-formula-e,spark-renault-srt-01e,andretti-atec-04
fe-2017-18-r2-hong-kong,2017-18,2018,2,68,luca-filippi,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r3-marrakesh,2017-18,2018,3,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r3-marrakesh,2017-18,2018,3,6,jose-maria-lopez,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r3-marrakesh,2017-18,2018,3,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r3-marrakesh,2017-18,2018,3,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r3-marrakesh,2017-18,2018,3,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r3-marrakesh,2017-18,2018,3,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r3-marrakesh,2017-18,2018,3,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r3-marrakesh,2017-18,2018,3,68,luca-filippi,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r4-santiago,2017-18,2018,4,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r4-santiago,2017-18,2018,4,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r4-santiago,2017-18,2018,4,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r4-santiago,2017-18,2018,4,68,luca-filippi,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r4-santiago,2017-18,2018,4,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r4-santiago,2017-18,2018,4,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r4-santiago,2017-18,2018,4,6,jose-maria-lopez,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r4-santiago,2017-18,2018,4,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r5-mexico-city,2017-18,2018,5,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r5-mexico-city,2017-18,2018,5,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r5-mexico-city,2017-18,2018,5,6,jose-maria-lopez,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r5-mexico-city,2017-18,2018,5,68,luca-filippi,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r5-mexico-city,2017-18,2018,5,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r5-mexico-city,2017-18,2018,5,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r5-mexico-city,2017-18,2018,5,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r5-mexico-city,2017-18,2018,5,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r6-punta-del-este,2017-18,2018,6,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r6-punta-del-este,2017-18,2018,6,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r6-punta-del-este,2017-18,2018,6,6,jose-maria-lopez,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r6-punta-del-este,2017-18,2018,6,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r6-punta-del-este,2017-18,2018,6,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r6-punta-del-este,2017-18,2018,6,68,luca-filippi,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r6-punta-del-este,2017-18,2018,6,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r6-punta-del-este,2017-18,2018,6,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r7-rome,2017-18,2018,7,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r7-rome,2017-18,2018,7,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r7-rome,2017-18,2018,7,68,luca-filippi,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r7-rome,2017-18,2018,7,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r7-rome,2017-18,2018,7,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r7-rome,2017-18,2018,7,6,jose-maria-lopez,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r7-rome,2017-18,2018,7,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r7-rome,2017-18,2018,7,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r8-paris,2017-18,2018,8,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r8-paris,2017-18,2018,8,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r8-paris,2017-18,2018,8,6,jose-maria-lopez,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r8-paris,2017-18,2018,8,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r8-paris,2017-18,2018,8,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r8-paris,2017-18,2018,8,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r8-paris,2017-18,2018,8,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r8-paris,2017-18,2018,8,68,ma-qinghua,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r9-berlin,2017-18,2018,9,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r9-berlin,2017-18,2018,9,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r9-berlin,2017-18,2018,9,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r9-berlin,2017-18,2018,9,4,tom-dillmann,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r9-berlin,2017-18,2018,9,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r9-berlin,2017-18,2018,9,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r9-berlin,2017-18,2018,9,68,luca-filippi,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r9-berlin,2017-18,2018,9,6,jose-maria-lopez,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r9-berlin,2017-18,2018,9,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r9-berlin,2017-18,2018,9,27,stephane-sarrazin,andretti-formula-e,spark-renault-srt-01e,andretti-atec-03
fe-2017-18-r10-zurich,2017-18,2018,10,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r10-zurich,2017-18,2018,10,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r10-zurich,2017-18,2018,10,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r10-zurich,2017-18,2018,10,6,jose-maria-lopez,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r10-zurich,2017-18,2018,10,27,stephane-sarrazin,andretti-formula-e,spark-renault-srt-01e,andretti-atec-03
fe-2017-18-r10-zurich,2017-18,2018,10,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r10-zurich,2017-18,2018,10,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r10-zurich,2017-18,2018,10,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r10-zurich,2017-18,2018,10,68,luca-filippi,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r11-new-york,2017-18,2018,11,4,tom-dillmann,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r11-new-york,2017-18,2018,11,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r11-new-york,2017-18,2018,11,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r11-new-york,2017-18,2018,11,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r11-new-york,2017-18,2018,11,27,stephane-sarrazin,andretti-formula-e,spark-renault-srt-01e,andretti-atec-03
fe-2017-18-r11-new-york,2017-18,2018,11,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r11-new-york,2017-18,2018,11,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r11-new-york,2017-18,2018,11,68,luca-filippi,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r11-new-york,2017-18,2018,11,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r11-new-york,2017-18,2018,11,6,jose-maria-lopez,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r12-new-york,2017-18,2018,12,19,felix-rosenqvist,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r12-new-york,2017-18,2018,12,23,nick-heidfeld,mahindra-racing,spark-renault-srt-01e,mahindra-m4electro
fe-2017-18-r12-new-york,2017-18,2018,12,8,nicolas-prost,renault-e-dams,spark-renault-srt-01e,renault-z-e-17
fe-2017-18-r12-new-york,2017-18,2018,12,27,stephane-sarrazin,andretti-formula-e,spark-renault-srt-01e,andretti-atec-03
fe-2017-18-r12-new-york,2017-18,2018,12,16,ma-qinghua,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r12-new-york,2017-18,2018,12,36,alex-lynn,ds-virgin-racing,spark-renault-srt-01e,ds-virgin-dsv-03
fe-2017-18-r12-new-york,2017-18,2018,12,5,maro-engel,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2017-18-r12-new-york,2017-18,2018,12,68,luca-filippi,nio-formula-e-team,spark-renault-srt-01e,nextev-nio-sport-003
fe-2017-18-r12-new-york,2017-18,2018,12,7,jerome-d-ambrosio,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r12-new-york,2017-18,2018,12,6,jose-maria-lopez,dragon,spark-renault-srt-01e,penske-ev-2
fe-2017-18-r12-new-york,2017-18,2018,12,4,tom-dillmann,venturi-formula-e-team,spark-renault-srt-01e,venturi-vm200-fe-03
fe-2018-19-r1-diriyah,2018-19,2019,1,28,antonio-felix-da-costa,bmw-i-andretti-motorsport,spark-srt05e,bmw-ife-18
fe-2018-19-r1-diriyah,2018-19,2019,1,25,jean-eric-vergne,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r1-diriyah,2018-19,2019,1,20,mitch-evans,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r1-diriyah,2018-19,2019,1,36,andre-lotterer,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r1-diriyah,2018-19,2019,1,23,sebastien-buemi,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r1-diriyah,2018-19,2019,1,22,oliver-rowland,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r1-diriyah,2018-19,2019,1,66,daniel-abt,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r1-diriyah,2018-19,2019,1,11,lucas-di-grassi,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r1-diriyah,2018-19,2019,1,3,nelson-piquet-jr,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r1-diriyah,2018-19,2019,1,2,sam-bird,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r1-diriyah,2018-19,2019,1,4,robin-frijns,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r1-diriyah,2018-19,2019,1,16,oliver-turvey,nio-formula-e-team,spark-srt05e,nio-sport-004
fe-2018-19-r1-diriyah,2018-19,2019,1,6,maximilian-gunther,geox-dragon,spark-srt05e,penske-ev-3
fe-2018-19-r1-diriyah,2018-19,2019,1,5,stoffel-vandoorne,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r1-diriyah,2018-19,2019,1,19,felipe-massa,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r1-diriyah,2018-19,2019,1,48,edoardo-mortara,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r1-diriyah,2018-19,2019,1,17,gary-paffett,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r2-marrakesh,2018-19,2019,2,4,robin-frijns,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r2-marrakesh,2018-19,2019,2,2,sam-bird,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r2-marrakesh,2018-19,2019,2,25,jean-eric-vergne,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r2-marrakesh,2018-19,2019,2,36,andre-lotterer,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r2-marrakesh,2018-19,2019,2,11,lucas-di-grassi,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r2-marrakesh,2018-19,2019,2,23,sebastien-buemi,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r2-marrakesh,2018-19,2019,2,20,mitch-evans,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r2-marrakesh,2018-19,2019,2,66,daniel-abt,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r2-marrakesh,2018-19,2019,2,6,maximilian-gunther,geox-dragon,spark-srt05e,penske-ev-3
fe-2018-19-r2-marrakesh,2018-19,2019,2,48,edoardo-mortara,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r2-marrakesh,2018-19,2019,2,3,nelson-piquet-jr,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r2-marrakesh,2018-19,2019,2,22,oliver-rowland,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r2-marrakesh,2018-19,2019,2,16,oliver-turvey,nio-formula-e-team,spark-srt05e,nio-sport-004
fe-2018-19-r2-marrakesh,2018-19,2019,2,19,felipe-massa,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r2-marrakesh,2018-19,2019,2,28,antonio-felix-da-costa,bmw-i-andretti-motorsport,spark-srt05e,bmw-ife-18
fe-2018-19-r2-marrakesh,2018-19,2019,2,17,gary-paffett,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r2-marrakesh,2018-19,2019,2,94,pascal-wehrlein,mahindra-racing,spark-srt05e,mahindra-m5electro
fe-2018-19-r2-marrakesh,2018-19,2019,2,5,stoffel-vandoorne,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r3-santiago,2018-19,2019,3,2,sam-bird,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r3-santiago,2018-19,2019,3,94,pascal-wehrlein,mahindra-racing,spark-srt05e,mahindra-m5electro
fe-2018-19-r3-santiago,2018-19,2019,3,66,daniel-abt,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r3-santiago,2018-19,2019,3,48,edoardo-mortara,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r3-santiago,2018-19,2019,3,4,robin-frijns,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r3-santiago,2018-19,2019,3,20,mitch-evans,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r3-santiago,2018-19,2019,3,16,oliver-turvey,nio-formula-e-team,spark-srt05e,nio-sport-004
fe-2018-19-r3-santiago,2018-19,2019,3,3,nelson-piquet-jr,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r3-santiago,2018-19,2019,3,11,lucas-di-grassi,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r3-santiago,2018-19,2019,3,36,andre-lotterer,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r3-santiago,2018-19,2019,3,17,gary-paffett,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r3-santiago,2018-19,2019,3,25,jean-eric-vergne,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r3-santiago,2018-19,2019,3,23,sebastien-buemi,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r3-santiago,2018-19,2019,3,22,oliver-rowland,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r3-santiago,2018-19,2019,3,28,antonio-felix-da-costa,bmw-i-andretti-motorsport,spark-srt05e,bmw-ife-18
fe-2018-19-r3-santiago,2018-19,2019,3,5,stoffel-vandoorne,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r3-santiago,2018-19,2019,3,6,maximilian-gunther,geox-dragon,spark-srt05e,penske-ev-3
fe-2018-19-r3-santiago,2018-19,2019,3,19,felipe-massa,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r4-mexico-city,2018-19,2019,4,11,lucas-di-grassi,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r4-mexico-city,2018-19,2019,4,28,antonio-felix-da-costa,bmw-i-andretti-motorsport,spark-srt05e,bmw-ife-18
fe-2018-19-r4-mexico-city,2018-19,2019,4,48,edoardo-mortara,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r4-mexico-city,2018-19,2019,4,36,andre-lotterer,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r4-mexico-city,2018-19,2019,4,94,pascal-wehrlein,mahindra-racing,spark-srt05e,mahindra-m5electro
fe-2018-19-r4-mexico-city,2018-19,2019,4,20,mitch-evans,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r4-mexico-city,2018-19,2019,4,19,felipe-massa,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r4-mexico-city,2018-19,2019,4,2,sam-bird,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r4-mexico-city,2018-19,2019,4,66,daniel-abt,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r4-mexico-city,2018-19,2019,4,4,robin-frijns,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r4-mexico-city,2018-19,2019,4,16,oliver-turvey,nio-formula-e-team,spark-srt05e,nio-sport-004
fe-2018-19-r4-mexico-city,2018-19,2019,4,25,jean-eric-vergne,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r4-mexico-city,2018-19,2019,4,17,gary-paffett,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r4-mexico-city,2018-19,2019,4,5,stoffel-vandoorne,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r4-mexico-city,2018-19,2019,4,22,oliver-rowland,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r4-mexico-city,2018-19,2019,4,23,sebastien-buemi,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r4-mexico-city,2018-19,2019,4,3,nelson-piquet-jr,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r5-hong-kong,2018-19,2019,5,48,edoardo-mortara,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r5-hong-kong,2018-19,2019,5,11,lucas-di-grassi,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r5-hong-kong,2018-19,2019,5,4,robin-frijns,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r5-hong-kong,2018-19,2019,5,66,daniel-abt,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r5-hong-kong,2018-19,2019,5,19,felipe-massa,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r5-hong-kong,2018-19,2019,5,2,sam-bird,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r5-hong-kong,2018-19,2019,5,20,mitch-evans,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r5-hong-kong,2018-19,2019,5,17,gary-paffett,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r5-hong-kong,2018-19,2019,5,16,oliver-turvey,nio-formula-e-team,spark-srt05e,nio-sport-004
fe-2018-19-r5-hong-kong,2018-19,2019,5,28,antonio-felix-da-costa,bmw-i-andretti-motorsport,spark-srt05e,bmw-ife-18
fe-2018-19-r5-hong-kong,2018-19,2019,5,25,jean-eric-vergne,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r5-hong-kong,2018-19,2019,5,36,andre-lotterer,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r5-hong-kong,2018-19,2019,5,94,pascal-wehrlein,mahindra-racing,spark-srt05e,mahindra-m5electro
fe-2018-19-r5-hong-kong,2018-19,2019,5,3,nelson-piquet-jr,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r5-hong-kong,2018-19,2019,5,5,stoffel-vandoorne,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r5-hong-kong,2018-19,2019,5,22,oliver-rowland,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r5-hong-kong,2018-19,2019,5,23,sebastien-buemi,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r6-sanya,2018-19,2019,6,25,jean-eric-vergne,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r6-sanya,2018-19,2019,6,22,oliver-rowland,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r6-sanya,2018-19,2019,6,28,antonio-felix-da-costa,bmw-i-andretti-motorsport,spark-srt05e,bmw-ife-18
fe-2018-19-r6-sanya,2018-19,2019,6,36,andre-lotterer,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r6-sanya,2018-19,2019,6,66,daniel-abt,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r6-sanya,2018-19,2019,6,94,pascal-wehrlein,mahindra-racing,spark-srt05e,mahindra-m5electro
fe-2018-19-r6-sanya,2018-19,2019,6,23,sebastien-buemi,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r6-sanya,2018-19,2019,6,20,mitch-evans,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r6-sanya,2018-19,2019,6,19,felipe-massa,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r6-sanya,2018-19,2019,6,16,oliver-turvey,nio-formula-e-team,spark-srt05e,nio-sport-004
fe-2018-19-r6-sanya,2018-19,2019,6,48,edoardo-mortara,venturi-formula-e-team,spark-srt05e,venturi-vfe05
fe-2018-19-r6-sanya,2018-19,2019,6,4,robin-frijns,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r6-sanya,2018-19,2019,6,11,lucas-di-grassi,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r6-sanya,2018-19,2019,6,3,nelson-piquet-jr,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r6-sanya,2018-19,2019,6,17,gary-paffett,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r6-sanya,2018-19,2019,6,5,stoffel-vandoorne,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r6-sanya,2018-19,2019,6,2,sam-bird,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r7-rome,2018-19,2019,7,20,mitch-evans,panasonic-jaguar-racing,spark-srt05e,jaguar-i-type-iii
fe-2018-19-r7-rome,2018-19,2019,7,36,andre-lotterer,ds-techeetah-formula-e-team,spark-srt05e,ds-e-tense-fe19
fe-2018-19-r7-rome,2018-19,2019,7,5,stoffel-vandoorne,hwa-racelab,spark-srt05e,venturi-vfe05
fe-2018-19-r7-rome,2018-19,2019,7,4,robin-frijns,envision-virgin-racing,spark-srt05e,audi-e-tron-fe05
fe-2018-19-r7-rome,2018-19,2019,7,23,sebastien-buemi,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r7-rome,2018-19,2019,7,22,oliver-rowland,nissan-e-dams,spark-srt05e,nissan-im01
fe-2018-19-r7-rome,2018-19,2019,7,11,lucas-di-grassi,audi-sport-abt-schaeffler,spark-srt05e,audi-e-tron-fe05
